"Time(PIT)"	"Temp(F)"	"Dew_Point(F)"	"Humidity"	"Pressure(in)"	"Visibility(mi)"	"Wind_Dir"	"Wind_Speed(mph)"	"Gust_Speed(mph)"	"Precip(in)"	"Events"	"Conditions"	"Hour"	"Min"	"Date"	"DEST"	"X17"	"X18"	"X19"	"X20"
"28776"	"2:51 PM"	"80.1 °F"	"64.9 °F"	"60%"	"29.95 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	14	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28777"	"3:51 PM"	"82.9 °F"	"64.0 °F"	"53%"	"29.93 in"	"10.0 mi"	"South"	"8.1 mph"	"-"	"N/A"	""	"Scattered Clouds"	15	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28778"	"4:51 PM"	"82.9 °F"	"63.0 °F"	"51%"	"29.92 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	16	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28779"	"5:51 PM"	"84.0 °F"	"62.1 °F"	"47%"	"29.92 in"	"10.0 mi"	"SSW"	"6.9 mph"	"-"	"N/A"	""	"Mostly Cloudy"	17	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28780"	"6:51 PM"	"84.0 °F"	"61.0 °F"	"46%"	"29.92 in"	"10.0 mi"	"Variable"	"3.5 mph"	"-"	"N/A"	""	"Scattered Clouds"	18	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28781"	"7:51 PM"	"80.1 °F"	"62.1 °F"	"54%"	"29.94 in"	"10.0 mi"	"South"	"3.5 mph"	"-"	"N/A"	""	"Mostly Cloudy"	19	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28782"	"8:51 PM"	"80.1 °F"	"63.0 °F"	"56%"	"29.95 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Partly Cloudy"	20	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28783"	"9:51 PM"	"75.9 °F"	"64.9 °F"	"69%"	"29.96 in"	"10.0 mi"	"NE"	"9.2 mph"	"-"	"N/A"	""	"Scattered Clouds"	21	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28784"	"10:51 PM"	"73.9 °F"	"64.9 °F"	"73%"	"29.97 in"	"10.0 mi"	"ESE"	"3.5 mph"	"-"	"N/A"	""	"Mostly Cloudy"	22	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28785"	"11:51 PM"	"73.9 °F"	"64.9 °F"	"73%"	"29.97 in"	"10.0 mi"	"East"	"3.5 mph"	"-"	"N/A"	""	"Scattered Clouds"	23	51	"2016/7/29"	"PIT"	NA	NA	NA	NA
"28801"	"12:51 AM"	"72.0 °F"	"64.9 °F"	"78%"	"29.96 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	0	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28802"	"1:51 AM"	"72.0 °F"	"64.9 °F"	"78%"	"29.96 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Partly Cloudy"	1	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28803"	"2:51 AM"	"70.0 °F"	"64.0 °F"	"81%"	"29.95 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Partly Cloudy"	2	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28804"	"3:51 AM"	"71.1 °F"	"64.0 °F"	"78%"	"29.94 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	3	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28805"	"4:51 AM"	"70.0 °F"	"64.0 °F"	"81%"	"29.94 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	4	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28806"	"5:51 AM"	"69.1 °F"	"64.9 °F"	"87%"	"29.93 in"	"9.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	5	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28807"	"6:51 AM"	"71.1 °F"	"64.9 °F"	"81%"	"29.94 in"	"9.0 mi"	"ESE"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	6	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28808"	"7:51 AM"	"70.0 °F"	"66.0 °F"	"87%"	"29.96 in"	"3.0 mi"	"NE"	"4.6 mph"	"-"	"0.03 in"	"Rain"	"Light Rain"	7	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28809"	"8:18 AM"	"69.1 °F"	"66.9 °F"	"93%"	"29.97 in"	"3.0 mi"	"East"	"3.5 mph"	"-"	"0.06 in"	"Rain
	,
Thunderstorm"	"Light Thunderstorms and Rain"	8	18	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28810"	"8:40 AM"	"69.1 °F"	"66.9 °F"	"93%"	"29.96 in"	"4.0 mi"	"East"	"3.5 mph"	"-"	"0.08 in"	"Rain"	"Light Rain"	8	40	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28811"	"8:51 AM"	"70.0 °F"	"66.9 °F"	"90%"	"29.96 in"	"3.0 mi"	"SSE"	"3.5 mph"	"-"	"0.08 in"	"Rain"	"Light Rain"	8	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28812"	"9:10 AM"	"69.1 °F"	"66.9 °F"	"93%"	"29.97 in"	"2.0 mi"	"SE"	"3.5 mph"	"-"	"0.02 in"	"Rain"	"Light Rain"	9	10	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28813"	"9:51 AM"	"70.0 °F"	"68.0 °F"	"93%"	"29.96 in"	"2.0 mi"	"SE"	"6.9 mph"	"-"	"0.05 in"	"Rain"	"Light Rain"	9	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28814"	"10:19 AM"	"70.0 °F"	"66.9 °F"	"90%"	"29.98 in"	"4.0 mi"	"South"	"4.6 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	10	19	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28815"	"10:51 AM"	"70.0 °F"	"66.9 °F"	"90%"	"29.98 in"	"2.0 mi"	"Calm"	"Calm"	"-"	"0.03 in"	"Rain"	"Rain"	10	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28816"	"11:00 AM"	"70.0 °F"	"66.9 °F"	"90%"	"29.98 in"	"2.0 mi"	"Calm"	"Calm"	"-"	"0.04 in"	"Rain
	,
Thunderstorm"	"Thunderstorms and Rain"	11	0	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28817"	"11:21 AM"	"69.1 °F"	"68.0 °F"	"96%"	"29.99 in"	"0.8 mi"	"East"	"3.5 mph"	"-"	"0.19 in"	"Rain
	,
Thunderstorm"	"Thunderstorms and Rain"	11	21	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28818"	"11:51 AM"	"69.1 °F"	"66.9 °F"	"93%"	"29.99 in"	"5.0 mi"	"ENE"	"3.5 mph"	"-"	"0.47 in"	"Rain"	"Light Rain"	11	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28819"	"12:01 PM"	"69.1 °F"	"68.0 °F"	"96%"	"29.99 in"	"6.0 mi"	"East"	"8.1 mph"	"-"	"0.04 in"	"Rain
	,
Thunderstorm"	"Light Thunderstorms and Rain"	12	1	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28820"	"12:29 PM"	"70.0 °F"	"66.9 °F"	"90%"	"29.99 in"	"8.0 mi"	"ENE"	"3.5 mph"	"-"	"0.10 in"	""	"Overcast"	12	29	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28821"	"12:40 PM"	"71.1 °F"	"66.9 °F"	"87%"	"29.99 in"	"9.0 mi"	"NE"	"4.6 mph"	"-"	"0.10 in"	""	"Overcast"	12	40	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28822"	"12:51 PM"	"71.1 °F"	"66.9 °F"	"87%"	"29.99 in"	"10.0 mi"	"NE"	"3.5 mph"	"-"	"0.10 in"	""	"Overcast"	12	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28823"	"1:51 PM"	"73.0 °F"	"66.9 °F"	"81%"	"29.97 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	13	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28824"	"2:20 PM"	"73.9 °F"	"66.9 °F"	"79%"	"29.97 in"	"10.0 mi"	"Variable"	"5.8 mph"	"-"	"N/A"	""	"Mostly Cloudy"	14	20	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28825"	"2:51 PM"	"75.9 °F"	"66.9 °F"	"74%"	"29.96 in"	"10.0 mi"	"SE"	"4.6 mph"	"-"	"N/A"	""	"Mostly Cloudy"	14	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28826"	"3:51 PM"	"77.0 °F"	"66.9 °F"	"71%"	"29.95 in"	"10.0 mi"	"SE"	"4.6 mph"	"-"	"N/A"	""	"Mostly Cloudy"	15	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28827"	"4:51 PM"	"78.1 °F"	"64.9 °F"	"64%"	"29.94 in"	"10.0 mi"	"NE"	"3.5 mph"	"-"	"N/A"	""	"Mostly Cloudy"	16	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28828"	"5:12 PM"	"79.0 °F"	"66.0 °F"	"64%"	"29.94 in"	"10.0 mi"	"NE"	"4.6 mph"	"-"	"N/A"	""	"Mostly Cloudy"	17	12	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28829"	"5:51 PM"	"80.1 °F"	"64.9 °F"	"60%"	"29.94 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	17	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28830"	"6:21 PM"	"78.1 °F"	"66.0 °F"	"66%"	"29.95 in"	"10.0 mi"	"East"	"5.8 mph"	"-"	"N/A"	""	"Mostly Cloudy"	18	21	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28831"	"6:51 PM"	"77.0 °F"	"66.9 °F"	"71%"	"29.95 in"	"10.0 mi"	"East"	"3.5 mph"	"-"	"N/A"	""	"Mostly Cloudy"	18	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28832"	"7:43 PM"	"75.9 °F"	"66.9 °F"	"74%"	"29.94 in"	"10.0 mi"	"East"	"5.8 mph"	"-"	"N/A"	"Thunderstorm"	"Thunderstorm"	19	43	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28833"	"7:51 PM"	"75.9 °F"	"66.9 °F"	"74%"	"29.95 in"	"10.0 mi"	"East"	"5.8 mph"	"-"	"N/A"	"Thunderstorm"	"Thunderstorm"	19	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28834"	"8:51 PM"	"70.0 °F"	"66.9 °F"	"90%"	"29.96 in"	"8.0 mi"	"SSE"	"8.1 mph"	"-"	"0.09 in"	"Rain
	,
Thunderstorm"	"Light Thunderstorms and Rain"	20	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28835"	"9:16 PM"	"70.0 °F"	"66.9 °F"	"90%"	"29.96 in"	"10.0 mi"	"SE"	"6.9 mph"	"-"	"0.00 in"	""	"Mostly Cloudy"	21	16	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28836"	"9:51 PM"	"70.0 °F"	"66.9 °F"	"90%"	"29.97 in"	"10.0 mi"	"SSE"	"5.8 mph"	"-"	"0.00 in"	""	"Mostly Cloudy"	21	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28837"	"10:51 PM"	"69.1 °F"	"66.0 °F"	"90%"	"29.99 in"	"10.0 mi"	"West"	"3.5 mph"	"-"	"N/A"	""	"Partly Cloudy"	22	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28838"	"11:51 PM"	"68.0 °F"	"66.0 °F"	"93%"	"29.99 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Partly Cloudy"	23	51	"2016/7/30"	"PIT"	NA	NA	NA	NA
"28851"	"12:31 AM"	"66.9 °F"	"64.9 °F"	"93%"	"30.00 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	0	31	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28852"	"12:51 AM"	"68.0 °F"	"64.9 °F"	"90%"	"29.99 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	0	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28853"	"1:51 AM"	"66.9 °F"	"64.9 °F"	"93%"	"29.97 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	1	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28854"	"2:51 AM"	"66.9 °F"	"64.9 °F"	"93%"	"29.97 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	2	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28855"	"3:51 AM"	"64.9 °F"	"63.0 °F"	"93%"	"29.98 in"	"5.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	3	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28856"	"4:51 AM"	"64.9 °F"	"63.0 °F"	"93%"	"29.98 in"	"0.5 mi"	"SSW"	"3.5 mph"	"-"	"N/A"	"Fog"	"Fog"	4	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28857"	"5:51 AM"	"64.0 °F"	"63.0 °F"	"96%"	"29.99 in"	"2.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	5	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28858"	"6:51 AM"	"64.0 °F"	"63.0 °F"	"96%"	"30.01 in"	"5.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	6	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28859"	"7:51 AM"	"66.0 °F"	"64.0 °F"	"93%"	"30.02 in"	"4.0 mi"	"South"	"4.6 mph"	"-"	"N/A"	""	"Scattered Clouds"	7	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28860"	"8:00 AM"	"66.0 °F"	"64.0 °F"	"93%"	"30.02 in"	"0.5 mi"	"South"	"4.6 mph"	"-"	"N/A"	"Fog"	"Fog"	8	0	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28861"	"8:51 AM"	"66.9 °F"	"66.0 °F"	"97%"	"30.04 in"	"1.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	8	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28862"	"9:29 AM"	"69.1 °F"	"66.9 °F"	"93%"	"30.05 in"	"1.0 mi"	"South"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	9	29	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28863"	"9:51 AM"	"70.0 °F"	"66.9 °F"	"90%"	"30.05 in"	"2.5 mi"	"SW"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	9	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28864"	"10:31 AM"	"71.1 °F"	"66.9 °F"	"87%"	"30.05 in"	"8.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	10	31	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28865"	"10:51 AM"	"73.0 °F"	"66.9 °F"	"81%"	"30.05 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	10	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28866"	"11:51 AM"	"77.0 °F"	"66.9 °F"	"71%"	"30.04 in"	"10.0 mi"	"SW"	"5.8 mph"	"-"	"N/A"	""	"Mostly Cloudy"	11	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28867"	"12:44 PM"	"78.1 °F"	"66.9 °F"	"68%"	"30.04 in"	"10.0 mi"	"SW"	"3.5 mph"	"-"	"N/A"	""	"Scattered Clouds"	12	44	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28868"	"12:51 PM"	"77.0 °F"	"66.0 °F"	"69%"	"30.04 in"	"10.0 mi"	"SSW"	"8.1 mph"	"-"	"N/A"	""	"Scattered Clouds"	12	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28869"	"1:51 PM"	"79.0 °F"	"66.0 °F"	"64%"	"30.03 in"	"10.0 mi"	"South"	"8.1 mph"	"-"	"N/A"	""	"Scattered Clouds"	13	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28870"	"2:51 PM"	"82.0 °F"	"64.9 °F"	"56%"	"30.01 in"	"10.0 mi"	"WSW"	"6.9 mph"	"-"	"N/A"	""	"Scattered Clouds"	14	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28871"	"3:51 PM"	"84.9 °F"	"64.0 °F"	"49%"	"30.00 in"	"10.0 mi"	"Variable"	"6.9 mph"	"-"	"N/A"	""	"Scattered Clouds"	15	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28872"	"4:51 PM"	"84.0 °F"	"64.0 °F"	"51%"	"29.99 in"	"10.0 mi"	"South"	"5.8 mph"	"-"	"N/A"	""	"Mostly Cloudy"	16	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28873"	"5:51 PM"	"82.9 °F"	"64.9 °F"	"54%"	"29.98 in"	"10.0 mi"	"SW"	"4.6 mph"	"-"	"N/A"	""	"Mostly Cloudy"	17	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28874"	"6:51 PM"	"82.0 °F"	"66.0 °F"	"58%"	"29.98 in"	"10.0 mi"	"SSW"	"4.6 mph"	"-"	"N/A"	""	"Mostly Cloudy"	18	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28875"	"7:51 PM"	"78.1 °F"	"66.0 °F"	"66%"	"30.00 in"	"10.0 mi"	"SW"	"4.6 mph"	"-"	"N/A"	""	"Scattered Clouds"	19	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28876"	"8:51 PM"	"78.1 °F"	"66.0 °F"	"66%"	"30.02 in"	"10.0 mi"	"North"	"6.9 mph"	"-"	"N/A"	""	"Mostly Cloudy"	20	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28877"	"9:31 PM"	"75.0 °F"	"66.0 °F"	"73%"	"30.03 in"	"10.0 mi"	"North"	"6.9 mph"	"-"	"N/A"	"Thunderstorm"	"Thunderstorm"	21	31	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28878"	"9:51 PM"	"73.9 °F"	"66.0 °F"	"76%"	"30.04 in"	"5.0 mi"	"WNW"	"10.4 mph"	"-"	"0.00 in"	"Rain
	,
Thunderstorm"	"Thunderstorms and Rain"	21	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28879"	"9:54 PM"	"73.0 °F"	"66.0 °F"	"79%"	"30.04 in"	"3.0 mi"	"NW"	"8.1 mph"	"-"	"0.00 in"	"Rain
	,
Thunderstorm"	"Thunderstorms and Rain"	21	54	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28880"	"10:11 PM"	"72.0 °F"	"66.9 °F"	"84%"	"30.04 in"	"5.0 mi"	"Calm"	"Calm"	"-"	"0.08 in"	"Rain"	"Light Rain"	22	11	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28881"	"10:51 PM"	"73.0 °F"	"66.9 °F"	"81%"	"30.04 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"0.08 in"	""	"Mostly Cloudy"	22	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28882"	"11:51 PM"	"70.0 °F"	"66.9 °F"	"90%"	"30.04 in"	"9.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	23	51	"2016/7/31"	"PIT"	NA	NA	NA	NA
"28901"	"12:51 AM"	"70.0 °F"	"66.9 °F"	"90%"	"30.04 in"	"10.0 mi"	"SSW"	"3.5 mph"	"-"	"N/A"	NA	"Overcast"	0	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28902"	"1:51 AM"	"69.1 °F"	"66.0 °F"	"90%"	"30.04 in"	"4.0 mi"	"WSW"	"4.6 mph"	"-"	"N/A"	NA	"Scattered Clouds"	1	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28903"	"2:51 AM"	"69.1 °F"	"66.0 °F"	"90%"	"30.03 in"	"10.0 mi"	"NW"	"5.8 mph"	"-"	"N/A"	NA	"Partly Cloudy"	2	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28904"	"3:51 AM"	"68.0 °F"	"64.9 °F"	"90%"	"30.03 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Partly Cloudy"	3	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28905"	"4:51 AM"	"68.0 °F"	"64.9 °F"	"90%"	"30.05 in"	"10.0 mi"	"WNW"	"3.5 mph"	"-"	"N/A"	NA	"Mostly Cloudy"	4	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28906"	"5:51 AM"	"68.0 °F"	"64.9 °F"	"90%"	"30.05 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Mostly Cloudy"	5	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28907"	"6:51 AM"	"66.9 °F"	"64.0 °F"	"90%"	"30.06 in"	"9.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Scattered Clouds"	6	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28908"	"7:51 AM"	"69.1 °F"	"66.0 °F"	"90%"	"30.08 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Scattered Clouds"	7	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28909"	"8:51 AM"	"73.0 °F"	"64.9 °F"	"76%"	"30.09 in"	"10.0 mi"	"NW"	"3.5 mph"	"-"	"N/A"	NA	"Partly Cloudy"	8	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28910"	"9:51 AM"	"77.0 °F"	"66.0 °F"	"69%"	"30.09 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Partly Cloudy"	9	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28911"	"10:51 AM"	"79.0 °F"	"64.9 °F"	"62%"	"30.08 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Scattered Clouds"	10	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28912"	"11:51 AM"	"81.0 °F"	"64.9 °F"	"58%"	"30.08 in"	"10.0 mi"	"NNW"	"5.8 mph"	"-"	"N/A"	NA	"Mostly Cloudy"	11	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28913"	"12:51 PM"	"81.0 °F"	"64.0 °F"	"56%"	"30.08 in"	"10.0 mi"	"West"	"4.6 mph"	"-"	"N/A"	NA	"Mostly Cloudy"	12	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28914"	"1:51 PM"	"82.9 °F"	"63.0 °F"	"51%"	"30.08 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Mostly Cloudy"	13	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28915"	"2:51 PM"	"84.9 °F"	"63.0 °F"	"48%"	"30.07 in"	"10.0 mi"	"North"	"5.8 mph"	"-"	"N/A"	NA	"Scattered Clouds"	14	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28916"	"3:51 PM"	"84.9 °F"	"61.0 °F"	"44%"	"30.04 in"	"10.0 mi"	"West"	"8.1 mph"	"-"	"N/A"	NA	"Scattered Clouds"	15	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28917"	"4:51 PM"	"87.1 °F"	"60.1 °F"	"40%"	"30.03 in"	"10.0 mi"	"NW"	"10.4 mph"	"-"	"N/A"	NA	"Scattered Clouds"	16	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28918"	"5:51 PM"	"86.0 °F"	"60.1 °F"	"41%"	"30.03 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Scattered Clouds"	17	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28919"	"6:51 PM"	"82.0 °F"	"64.9 °F"	"56%"	"30.02 in"	"10.0 mi"	"WSW"	"8.1 mph"	"-"	"N/A"	NA	"Mostly Cloudy"	18	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28920"	"7:51 PM"	"73.9 °F"	"68.0 °F"	"82%"	"30.04 in"	"10.0 mi"	"SE"	"4.6 mph"	"-"	"0.03 in"	NA	"Mostly Cloudy"	19	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28921"	"8:51 PM"	"73.0 °F"	"66.9 °F"	"81%"	"30.05 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Mostly Cloudy"	20	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28922"	"9:51 PM"	"72.0 °F"	"66.9 °F"	"84%"	"30.07 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Partly Cloudy"	21	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28923"	"10:51 PM"	"72.0 °F"	"66.9 °F"	"84%"	"30.09 in"	"10.0 mi"	"WSW"	"4.6 mph"	"-"	"N/A"	NA	"Mostly Cloudy"	22	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28924"	"11:51 PM"	"71.1 °F"	"66.9 °F"	"87%"	"30.10 in"	"10.0 mi"	"WSW"	"6.9 mph"	"-"	"N/A"	NA	"Partly Cloudy"	23	51	"2016/8/1"	"PIT"	NA	NA	NA	NA
"28951"	"12:51 AM"	"70.0 °F"	"66.0 °F"	"87%"	"30.09 in"	"10.0 mi"	"South"	"3.5 mph"	"-"	"N/A"	NA	"Overcast"	0	51	"2016/8/2"	"PIT"	NA	NA	NA	NA
"28952"	"1:51 AM"	"70.0 °F"	"64.0 °F"	"81%"	"30.09 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Scattered Clouds"	1	51	"2016/8/2"	"PIT"	NA	NA	NA	NA
"28953"	"2:51 AM"	"69.1 °F"	"64.0 °F"	"84%"	"30.08 in"	"10.0 mi"	"NNW"	"5.8 mph"	"-"	"N/A"	NA	"Partly Cloudy"	2	51	"2016/8/2"	"PIT"	NA	NA	NA	NA
"28954"	"3:51 AM"	"68.0 °F"	"64.0 °F"	"87%"	"30.07 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Partly Cloudy"	3	51	"2016/8/2"	"PIT"	NA	NA	NA	NA
"28955"	"4:51 AM"	"66.9 °F"	"64.0 °F"	"90%"	"30.07 in"	"10.0 mi"	"SW"	"3.5 mph"	"-"	"N/A"	NA	"Clear"	4	51	"2016/8/2"	"PIT"	NA	NA	NA	NA
"28956"	"5:51 AM"	"66.9 °F"	"64.0 °F"	"90%"	"30.07 in"	"8.0 mi"	"North"	"3.5 mph"	"-"	"N/A"	NA	"Mostly Cloudy"	5	51	"2016/8/2"	"PIT"	NA	NA	NA	NA
"28957"	"6:25 AM"	"64.9 °F"	"63.0 °F"	"93%"	"30.08 in"	"2.0 mi"	"Calm"	"Calm"	"-"	"N/A"	NA	"Mostly Cloudy"	6	25	"2016/8/2"	"PIT"	NA	NA	NA	NA
"28958"	"6:51 AM"	"64.9 °F"	"63.0 °F"	"93%"	"30.08 in"	"2.0 mi"	"South"	"3.5 mph"	"-"	"N/A"	NA	"Mostly Cloudy"	6	51	"2016/8/2"	"PIT"	NA	NA	NA	NA
